,time,price,route_id,age_SimpleImputer(strategy='mode'),gender_Hombre,gender_Mujer,gender_Prefiero no decirlo,type_Historica,type_Literaria,type_Patrimonio,type_Turistica,diff_Alta,diff_Baja,comp_Amigos,comp_Familia,comp_Pareja,comp_Solo,trans_Bicicleta,trans_Pie
20515,7.5,2,Ruta Carrer Russafa - la Llotja,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
20516,1.5,2,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
20517,5.5,2,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
20518,7.5,1,Trinitat - L'Almodí,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
20519,3.5,3,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
20520,3.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
20521,3.5,3,Torres de Quart - Temple,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
20522,1.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
20523,7.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
20524,1.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
20525,3.5,3,Trinitat - L'Almodí,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
20526,1.5,2,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
20527,3.5,2,Arbres monumentals i singulars,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
20528,5.5,2,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
20529,7.5,3,Trinitat - L'Almodí,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
20530,1.5,2,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
20531,1.5,2,Ruta recinte enmurallat d'època islàmica,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
20532,7.5,3,Glorieta-Santa Catalina,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
20533,5.5,2,Glorieta-Santa Catalina,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
20534,5.5,2,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
20535,3.5,2,Contes Blasco Ibañez – Ruta 1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
20536,7.5,2,Ruta València amb bicicleta,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
20537,3.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
20538,7.5,2,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
20539,7.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
20540,1.5,2,Arbres: Un viatge pel Mediterrani,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
20541,5.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
20542,7.5,2,Glorieta-Santa Catalina,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
20543,3.5,2,No hay ruta,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
20544,5.5,3,Ruta Carrer Russafa - la Llotja,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
20545,3.5,2,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
20546,7.5,2,Arbres monumentals i singulars,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
20547,5.5,3,Ruta Cultural Anell Ciclista,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
20548,5.5,3,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
20549,5.5,1,Glorieta-Santa Catalina,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
20550,1.5,3,No hay ruta,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
20551,1.5,2,Ruta València amb bicicleta,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
20552,7.5,3,Arbres monumentals i singulars,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
20553,3.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
20554,3.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
20555,1.5,3,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
20556,1.5,1,Ruta Valencia en la Memòria,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
20557,3.5,1,Contes Blasco Ibañez – Ruta 2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
20558,7.5,2,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
20559,5.5,1,Glorieta-Santa Catalina,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
20560,7.5,3,Glorieta-Santa Catalina,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
20561,3.5,1,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
20562,7.5,3,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
20563,7.5,2,Trinitat - L'Almodí,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
20564,1.5,3,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
20565,5.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
20566,1.5,1,Glorieta-Santa Catalina,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
20567,5.5,1,Sant Agustí – Pont de Fusta,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
20568,1.5,3,Ruta pel Centre Històric,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
20569,1.5,3,Glorieta-Santa Catalina,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
20570,7.5,3,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
20571,7.5,1,Glorieta-Santa Catalina,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
20572,5.5,3,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
20573,5.5,1,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
20574,5.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20575,1.5,2,Ruta pel Centre Històric,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
20576,1.5,1,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
20577,1.5,2,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
20578,7.5,3,La barraca,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
20579,1.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
20580,5.5,2,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
20581,3.5,2,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
20582,1.5,1,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
20583,5.5,3,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
20584,5.5,3,Entre Naranjos,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
20585,3.5,2,Trinitat - L'Almodí,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
20586,1.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
20587,3.5,3,Ruta de la Seda,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
20588,7.5,3,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
20589,3.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
20590,3.5,1,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
20591,7.5,1,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
20592,3.5,1,Ruta recinte enmurallat d'època islàmica,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
20593,5.5,1,Trinitat - L'Almodí,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
20594,5.5,1,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
20595,7.5,2,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
20596,3.5,2,Serrans - Palau de la Generalitat,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
20597,7.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
20598,3.5,1,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
20599,1.5,2,Ruta de la Seda,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
20600,3.5,3,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
20601,3.5,1,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
20602,3.5,2,Arbres: Un passeig per l’Albereda,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
20603,5.5,1,Glorieta-Santa Catalina,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
20604,7.5,2,Trinitat - L'Almodí,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
20605,1.5,3,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
20606,1.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
20607,1.5,3,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
20608,5.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
20609,5.5,1,Entre Naranjos,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
20610,5.5,3,Trinitat - L'Almodí,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
20611,1.5,3,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
20612,5.5,3,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
20613,1.5,2,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
20614,7.5,1,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
20615,7.5,1,Contes Blasco Ibañez – Ruta 1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
20616,5.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
20617,5.5,2,Entre Naranjos,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
20618,7.5,3,No hay ruta,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
20619,5.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
20620,1.5,2,Glorieta-Santa Catalina,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
20621,3.5,3,Entre Naranjos,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
20622,1.5,2,Arbres: Un passeig per l’Albereda,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
20623,5.5,3,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
20624,1.5,3,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
20625,3.5,1,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
20626,3.5,2,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
20627,7.5,3,Ruta Cultural Anell Ciclista,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
20628,1.5,3,Trinitat - L'Almodí,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
20629,5.5,3,Glorieta-Santa Catalina,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
20630,5.5,1,Ruta Valencia en la Memòria,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
20631,5.5,2,Trinitat - L'Almodí,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
20632,7.5,2,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
20633,7.5,1,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
20634,1.5,1,Ruta València amb bicicleta,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
20635,1.5,1,Sant Agustí - Portal Nou,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
20636,7.5,1,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
20637,5.5,3,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
20638,1.5,1,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
20639,7.5,3,Contes Blasco Ibañez – Ruta 1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
20640,3.5,2,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
20641,7.5,2,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
20642,7.5,2,Glorieta-Santa Catalina,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
20643,3.5,3,Ruta Valencia en la Memòria,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
20644,7.5,1,Ruta Cultural Anell Ciclista,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
20645,5.5,3,Jardins del Reial - Glorieta,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
20646,7.5,3,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
20647,3.5,2,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
20648,5.5,2,No hay ruta,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
20649,7.5,3,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
20650,7.5,3,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
20651,5.5,1,Entre Naranjos,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
20652,7.5,2,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
20653,7.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
20654,3.5,2,Trinitat - L'Almodí,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
20655,1.5,2,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
20656,3.5,2,Glorieta-Santa Catalina,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
20657,7.5,2,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
20658,7.5,3,Trinitat - L'Almodí,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
20659,1.5,2,Contes Blasco Ibañez – Ruta 1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
20660,1.5,2,Ruta Cultural Anell Ciclista,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
20661,1.5,3,No hay ruta,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
20662,3.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
20663,3.5,3,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
20664,5.5,1,Ruta Cultural Anell Ciclista,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
20665,3.5,1,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
20666,7.5,3,Ruta València amb bicicleta,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
20667,1.5,1,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
20668,5.5,2,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
20669,5.5,3,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
20670,3.5,2,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
20671,5.5,2,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
20672,7.5,3,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
20673,1.5,1,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
20674,5.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
20675,5.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
20676,5.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
20677,5.5,3,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
20678,3.5,2,Trinitat - L'Almodí,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
20679,3.5,3,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
20680,3.5,1,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
20681,1.5,3,Trinitat - L'Almodí,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
20682,1.5,1,Trinitat - L'Almodí,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
20683,7.5,3,Trinitat - L'Almodí,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
20684,7.5,3,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
20685,5.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
20686,7.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
20687,7.5,3,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
20688,7.5,2,Glorieta-Santa Catalina,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
20689,3.5,3,Ruta València amb bicicleta,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
20690,3.5,3,Arbres monumentals i singulars,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
20691,1.5,3,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
20692,7.5,3,Ruta Cultural Anell Ciclista,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
20693,5.5,3,Glorieta-Santa Catalina,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
20694,7.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
20695,1.5,3,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
20696,3.5,2,Entre Naranjos,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
20697,7.5,3,Ruta València amb bicicleta,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
20698,3.5,3,Torres de Quart - Temple,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
20699,5.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
20700,1.5,1,Glorieta-Santa Catalina,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
20701,7.5,3,Trinitat - L'Almodí,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
20702,5.5,2,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
20703,3.5,3,Torres de Quart - Temple,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
20704,7.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
20705,5.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
20706,3.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
20707,3.5,3,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
20708,1.5,1,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
20709,7.5,2,Arbres monumentals i singulars,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
20710,7.5,3,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
20711,7.5,2,Ruta recinte enmurallat d'època islàmica,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
20712,5.5,2,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
20713,3.5,3,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
20714,3.5,3,Arbres: Un viatge pel Mediterrani,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
20715,1.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
20716,3.5,2,Arbres: Un viatge pel Mediterrani,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
20717,5.5,3,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
20718,1.5,3,Trinitat - L'Almodí,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
20719,3.5,1,Entre Naranjos,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
20720,1.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
20721,5.5,2,Glorieta-Santa Catalina,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
20722,7.5,2,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
20723,5.5,3,Ruta València amb bicicleta,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
20724,1.5,3,Jardins del Reial - Glorieta,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
20725,7.5,1,No hay ruta,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
20726,7.5,2,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
20727,7.5,1,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
20728,7.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
20729,7.5,2,Contes Blasco Ibañez – Ruta 1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
20730,5.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
20731,7.5,3,Ruta València amb bicicleta,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
20732,5.5,1,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
20733,1.5,2,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
20734,7.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
20735,5.5,1,Trinitat - L'Almodí,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
20736,1.5,3,Ruta València amb bicicleta,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
20737,5.5,3,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
20738,1.5,2,Ruta València amb bicicleta,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
20739,5.5,2,Sant Agustí – Pont de Fusta,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
20740,3.5,2,Trinitat - L'Almodí,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
20741,3.5,1,Entre Naranjos,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
20742,5.5,1,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
20743,5.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
20744,1.5,1,Glorieta-Santa Catalina,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
20745,7.5,1,Trinitat - L'Almodí,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
20746,5.5,1,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
20747,3.5,1,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
20748,7.5,1,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
20749,7.5,1,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
20750,7.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
20751,3.5,2,Trinitat - L'Almodí,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
20752,3.5,2,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
20753,5.5,1,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
20754,3.5,2,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
20755,3.5,1,Entre Naranjos,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
20756,7.5,2,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
20757,5.5,3,Ruta València amb bicicleta,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
20758,3.5,2,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
20759,3.5,1,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
20760,3.5,1,Glorieta-Santa Catalina,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
20761,7.5,2,Ruta recinte enmurallat d'època islàmica,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
20762,3.5,3,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
