,age,gender,time,type_route,price,difficulty,accompaniment,transport,route_id
28284,35-45,Mujer,5.5,Patrimonio,+50 Euros,Baja,Familia,Pie,Ruta Carrer Russafa - la Llotja
28285,18-35,Prefiero no decirlo,7.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
28286,0-18,Prefiero no decirlo,1.5,Turistica,1-50 Euros,Baja,Solo,Pie,Arbres: La volta al món
28287,18-35,Hombre,1.5,Turistica,Gratis,Baja,Solo,Pie,Arbres: Els indians
28288,0-18,Hombre,7.5,Literaria,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
28289,35-45,Mujer,7.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28290,+45,Hombre,5.5,Turistica,+50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
28291,18-35,Prefiero no decirlo,5.5,Turistica,+50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
28292,35-45,Hombre,3.5,Historica,Gratis,Alta,Solo,Pie,Glorieta-Santa Catalina
28293,+45,Prefiero no decirlo,7.5,Patrimonio,+50 Euros,Baja,Pareja,Pie,Ruta Carrer Russafa - la Llotja
28294,35-45,Hombre,3.5,Historica,Gratis,Alta,Solo,Pie,Trinitat - L'Almodí
28295,18-35,Mujer,3.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
28296,0-18,Prefiero no decirlo,5.5,Literaria,Gratis,Baja,Pareja,Bicicleta,Entre Naranjos
28297,18-35,Mujer,1.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
28298,35-45,Hombre,1.5,Literaria,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
28299,0-18,Hombre,1.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
28300,0-18,Hombre,1.5,Turistica,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
28301,35-45,Mujer,3.5,Patrimonio,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
28302,0-18,Prefiero no decirlo,1.5,Turistica,+50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
28303,0-18,Hombre,5.5,Literaria,Gratis,Alta,Amigos,Pie,Glorieta-Santa Catalina
28304,0-18,Mujer,7.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
28305,0-18,Prefiero no decirlo,7.5,Turistica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
28306,0-18,Mujer,1.5,Historica,+50 Euros,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28307,18-35,Prefiero no decirlo,3.5,Literaria,+50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
28308,0-18,Prefiero no decirlo,3.5,Patrimonio,1-50 Euros,Baja,Solo,Pie,Torres de Quart - Temple
28309,0-18,Hombre,7.5,Turistica,+50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
28310,18-35,Mujer,7.5,Turistica,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
28311,18-35,Mujer,5.5,Literaria,1-50 Euros,Alta,Amigos,Pie,No hay ruta
28312,18-35,Hombre,5.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
28313,+45,Prefiero no decirlo,7.5,Patrimonio,1-50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
28314,18-35,Mujer,1.5,Historica,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
28315,+45,Mujer,3.5,Patrimonio,1-50 Euros,Baja,Solo,Pie,Torres de Quart - Temple
28316,0-18,Mujer,7.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
28317,0-18,Mujer,5.5,Literaria,+50 Euros,Baja,Solo,Pie,Entre Naranjos
28318,35-45,Mujer,7.5,Patrimonio,Gratis,Baja,Pareja,Bicicleta,Ruta Carrer Russafa - la Llotja
28319,35-45,Prefiero no decirlo,1.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28320,+45,Hombre,3.5,Turistica,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
28321,18-35,Hombre,1.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
28322,+45,Hombre,5.5,Turistica,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
28323,0-18,Prefiero no decirlo,3.5,Patrimonio,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
28324,35-45,Hombre,3.5,Patrimonio,Gratis,Baja,Solo,Pie,Torres de Quart - Temple
28325,+45,Prefiero no decirlo,7.5,Patrimonio,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
28326,35-45,Prefiero no decirlo,3.5,Turistica,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
28327,18-35,Hombre,1.5,Turistica,+50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
28328,18-35,Hombre,3.5,Literaria,Gratis,Baja,Pareja,Pie,Contes Blasco Ibañez – Ruta 2
28329,0-18,Hombre,3.5,Historica,1-50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
28330,+45,Prefiero no decirlo,1.5,Turistica,1-50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
28331,0-18,Mujer,3.5,Turistica,Gratis,Baja,Amigos,Pie,Arbres: La volta al món
28332,+45,Hombre,7.5,Patrimonio,Gratis,Baja,Solo,Pie,Ruta Carrer Russafa - la Llotja
28333,0-18,Hombre,7.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
28334,18-35,Prefiero no decirlo,5.5,Turistica,Gratis,Baja,Solo,Pie,Arbres: Un passeig per l’Albereda
28335,18-35,Mujer,3.5,Turistica,+50 Euros,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
28336,0-18,Mujer,7.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28337,35-45,Hombre,3.5,Historica,1-50 Euros,Baja,Solo,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28338,0-18,Mujer,5.5,Patrimonio,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
28339,+45,Prefiero no decirlo,3.5,Historica,+50 Euros,Baja,Solo,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28340,18-35,Mujer,1.5,Turistica,Gratis,Baja,Familia,Pie,Arbres: Els indians
28341,0-18,Mujer,3.5,Historica,Gratis,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28342,35-45,Prefiero no decirlo,3.5,Turistica,1-50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
28343,0-18,Hombre,5.5,Literaria,+50 Euros,Baja,Amigos,Pie,Contes Blasco Ibañez – Ruta 1
28344,+45,Mujer,7.5,Literaria,Gratis,Alta,Amigos,Pie,Glorieta-Santa Catalina
28345,0-18,Prefiero no decirlo,1.5,Literaria,Gratis,Baja,Amigos,Bicicleta,Entre Naranjos
28346,35-45,Prefiero no decirlo,3.5,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,Torres de Quart - Temple
28347,+45,Mujer,1.5,Historica,1-50 Euros,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28348,0-18,Mujer,7.5,Turistica,+50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
28349,18-35,Hombre,7.5,Historica,+50 Euros,Alta,Familia,Pie,Ruta de la Seda
28350,18-35,Prefiero no decirlo,5.5,Historica,1-50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
28351,0-18,Prefiero no decirlo,5.5,Historica,+50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
28352,+45,Mujer,3.5,Literaria,1-50 Euros,Baja,Amigos,Bicicleta,Entre Naranjos
28353,35-45,Hombre,3.5,Turistica,+50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
28354,0-18,Mujer,5.5,Literaria,Gratis,Baja,Amigos,Bicicleta,Contes Blasco Ibañez – Ruta 1
28355,+45,Prefiero no decirlo,5.5,Turistica,Gratis,Baja,Amigos,Bicicleta,Arbres: La volta al món
28356,0-18,Hombre,5.5,Turistica,Gratis,Baja,Pareja,Pie,Arbres: La volta al món
28357,35-45,Prefiero no decirlo,7.5,Turistica,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
28358,+45,Hombre,5.5,Historica,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
28359,+45,Hombre,7.5,Historica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
28360,35-45,Mujer,7.5,Literaria,+50 Euros,Baja,Solo,Pie,Entre Naranjos
28361,35-45,Hombre,5.5,Literaria,+50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
28362,+45,Mujer,7.5,Historica,+50 Euros,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28363,0-18,Prefiero no decirlo,7.5,Literaria,Gratis,Baja,Familia,Pie,Entre Naranjos
28364,+45,Hombre,5.5,Historica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
28365,0-18,Prefiero no decirlo,7.5,Turistica,Gratis,Baja,Familia,Bicicleta,Arbres: La volta al món
28366,+45,Mujer,7.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
28367,0-18,Mujer,3.5,Historica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
28368,0-18,Hombre,7.5,Historica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
28369,+45,Mujer,1.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Entre Naranjos
28370,18-35,Hombre,1.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
28371,+45,Hombre,3.5,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
28372,35-45,Hombre,1.5,Historica,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28373,+45,Hombre,1.5,Patrimonio,+50 Euros,Alta,Familia,Pie,Glorieta-Santa Catalina
28374,35-45,Mujer,3.5,Historica,1-50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
28375,35-45,Hombre,7.5,Literaria,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
28376,18-35,Hombre,3.5,Historica,Gratis,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
28377,0-18,Hombre,1.5,Patrimonio,1-50 Euros,Baja,Familia,Bicicleta,Sant Agustí - Portal Nou
28378,35-45,Mujer,1.5,Literaria,1-50 Euros,Baja,Pareja,Pie,Entre Naranjos
28379,+45,Hombre,1.5,Turistica,1-50 Euros,Baja,Familia,Pie,Arbres: La volta al món
28380,35-45,Mujer,5.5,Literaria,Gratis,Baja,Amigos,Pie,Entre Naranjos
28381,18-35,Mujer,7.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
28382,18-35,Mujer,7.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
28383,35-45,Prefiero no decirlo,3.5,Historica,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
28384,18-35,Mujer,7.5,Historica,1-50 Euros,Baja,Pareja,Pie,Ruta Valencia en la Memòria
28385,+45,Hombre,7.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28386,0-18,Hombre,3.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
28387,18-35,Prefiero no decirlo,1.5,Literaria,1-50 Euros,Alta,Familia,Pie,No hay ruta
28388,+45,Mujer,5.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
28389,0-18,Mujer,1.5,Turistica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
28390,35-45,Mujer,7.5,Literaria,1-50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
28391,35-45,Mujer,1.5,Turistica,Gratis,Baja,Amigos,Pie,Arbres: La volta al món
28392,+45,Mujer,1.5,Patrimonio,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
28393,+45,Hombre,3.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
28394,+45,Mujer,5.5,Turistica,Gratis,Baja,Familia,Pie,Arbres: La volta al món
28395,0-18,Mujer,3.5,Patrimonio,+50 Euros,Baja,Pareja,Bicicleta,Torres de Quart - Temple
28396,+45,Hombre,5.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
28397,35-45,Hombre,7.5,Historica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
28398,18-35,Hombre,1.5,Literaria,Gratis,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
28399,35-45,Hombre,3.5,Literaria,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
28400,35-45,Mujer,1.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
28401,35-45,Hombre,5.5,Historica,+50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
28402,0-18,Hombre,1.5,Patrimonio,Gratis,Baja,Solo,Pie,Sant Agustí - Portal Nou
28403,+45,Mujer,7.5,Historica,Gratis,Baja,Solo,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28404,0-18,Prefiero no decirlo,7.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
28405,18-35,Hombre,1.5,Turistica,Gratis,Baja,Familia,Bicicleta,Arbres monumentals i singulars
28406,18-35,Hombre,7.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Arbres monumentals i singulars
28407,0-18,Mujer,1.5,Turistica,1-50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
28408,35-45,Hombre,7.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Contes Blasco Ibañez – Ruta 1
28409,0-18,Mujer,3.5,Historica,+50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
28410,0-18,Mujer,1.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
28411,35-45,Prefiero no decirlo,5.5,Literaria,+50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
28412,35-45,Mujer,7.5,Historica,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
28413,18-35,Mujer,1.5,Turistica,+50 Euros,Alta,Solo,Pie,Ruta pel Centre Històric
28414,35-45,Prefiero no decirlo,7.5,Turistica,Gratis,Alta,Familia,Pie,Trinitat - L'Almodí
28415,18-35,Hombre,3.5,Turistica,1-50 Euros,Alta,Amigos,Pie,Ruta pel Centre Històric
28416,35-45,Mujer,3.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Torres de Quart - Temple
28417,+45,Mujer,7.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
28418,35-45,Prefiero no decirlo,3.5,Turistica,+50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
28419,+45,Mujer,3.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
28420,+45,Hombre,7.5,Turistica,1-50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
28421,+45,Prefiero no decirlo,5.5,Patrimonio,+50 Euros,Baja,Pareja,Pie,Ruta Carrer Russafa - la Llotja
28422,35-45,Prefiero no decirlo,5.5,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,Contes Blasco Ibañez – Ruta 1
28423,35-45,Mujer,1.5,Historica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28424,0-18,Prefiero no decirlo,3.5,Literaria,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
28425,18-35,Hombre,7.5,Turistica,Gratis,Alta,Solo,Pie,Ruta pel Centre Històric
28426,35-45,Prefiero no decirlo,5.5,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,Ruta Carrer Russafa - la Llotja
28427,+45,Hombre,5.5,Historica,1-50 Euros,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28428,+45,Mujer,5.5,Literaria,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
28429,35-45,Hombre,7.5,Literaria,Gratis,Alta,Familia,Pie,Trinitat - L'Almodí
28430,35-45,Prefiero no decirlo,7.5,Historica,1-50 Euros,Alta,Familia,Pie,Glorieta-Santa Catalina
28431,+45,Mujer,3.5,Literaria,Gratis,Baja,Solo,Pie,Contes Blasco Ibañez – Ruta 1
28432,0-18,Mujer,1.5,Patrimonio,+50 Euros,Baja,Pareja,Bicicleta,Sant Agustí - Portal Nou
28433,+45,Prefiero no decirlo,5.5,Literaria,+50 Euros,Baja,Familia,Pie,Entre Naranjos
28434,0-18,Prefiero no decirlo,1.5,Literaria,Gratis,Baja,Amigos,Bicicleta,Entre Naranjos
28435,35-45,Mujer,1.5,Patrimonio,+50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
28436,+45,Mujer,3.5,Historica,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28437,18-35,Mujer,3.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Arbres monumentals i singulars
28438,18-35,Prefiero no decirlo,1.5,Turistica,+50 Euros,Baja,Solo,Pie,Arbres: Un viatge pel Mediterrani
28439,0-18,Hombre,5.5,Turistica,+50 Euros,Baja,Solo,Pie,Arbres: La volta al món
28440,+45,Mujer,7.5,Literaria,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
28441,+45,Hombre,1.5,Literaria,1-50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
28442,35-45,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Alta,Familia,Pie,Glorieta-Santa Catalina
28443,18-35,Prefiero no decirlo,5.5,Turistica,Gratis,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
28444,+45,Prefiero no decirlo,5.5,Historica,+50 Euros,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28445,+45,Mujer,3.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
28446,+45,Hombre,7.5,Turistica,+50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
28447,18-35,Mujer,7.5,Historica,Gratis,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
28448,18-35,Mujer,1.5,Historica,+50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
28449,0-18,Prefiero no decirlo,3.5,Historica,+50 Euros,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28450,0-18,Prefiero no decirlo,5.5,Turistica,1-50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
28451,0-18,Mujer,7.5,Turistica,1-50 Euros,Baja,Amigos,Pie,Arbres: La volta al món
28452,+45,Hombre,5.5,Patrimonio,1-50 Euros,Baja,Pareja,Pie,Ruta Carrer Russafa - la Llotja
28453,0-18,Hombre,7.5,Patrimonio,1-50 Euros,Baja,Familia,Pie,Ruta Carrer Russafa - la Llotja
28454,18-35,Prefiero no decirlo,5.5,Historica,1-50 Euros,Baja,Pareja,Pie,Ruta Valencia en la Memòria
28455,+45,Prefiero no decirlo,1.5,Literaria,+50 Euros,Baja,Amigos,Pie,Entre Naranjos
28456,0-18,Prefiero no decirlo,1.5,Historica,+50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
28457,35-45,Mujer,7.5,Historica,+50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
28458,35-45,Prefiero no decirlo,7.5,Turistica,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
28459,+45,Prefiero no decirlo,7.5,Literaria,+50 Euros,Baja,Pareja,Pie,Entre Naranjos
28460,0-18,Mujer,3.5,Patrimonio,1-50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
28461,35-45,Mujer,7.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
28462,35-45,Prefiero no decirlo,5.5,Turistica,1-50 Euros,Baja,Solo,Pie,Arbres: La volta al món
28463,35-45,Mujer,1.5,Historica,1-50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
28464,0-18,Mujer,5.5,Historica,+50 Euros,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28465,+45,Prefiero no decirlo,1.5,Historica,+50 Euros,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28466,18-35,Prefiero no decirlo,3.5,Historica,+50 Euros,Baja,Amigos,Pie,Ruta Valencia en la Memòria
28467,35-45,Prefiero no decirlo,1.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28468,35-45,Mujer,7.5,Historica,Gratis,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28469,+45,Prefiero no decirlo,3.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
28470,18-35,Hombre,5.5,Literaria,Gratis,Alta,Amigos,Pie,No hay ruta
28471,0-18,Mujer,5.5,Turistica,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
28472,35-45,Prefiero no decirlo,3.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
28473,35-45,Mujer,5.5,Patrimonio,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
28474,0-18,Hombre,3.5,Turistica,Gratis,Baja,Amigos,Bicicleta,Arbres: La volta al món
28475,18-35,Mujer,3.5,Historica,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
28476,35-45,Prefiero no decirlo,3.5,Literaria,Gratis,Baja,Pareja,Pie,Contes Blasco Ibañez – Ruta 1
28477,0-18,Mujer,5.5,Patrimonio,1-50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
28478,35-45,Prefiero no decirlo,7.5,Literaria,Gratis,Baja,Familia,Pie,Entre Naranjos
28479,18-35,Hombre,3.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
28480,+45,Mujer,7.5,Historica,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28481,35-45,Hombre,3.5,Patrimonio,+50 Euros,Baja,Familia,Bicicleta,Torres de Quart - Temple
28482,+45,Hombre,7.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
28483,35-45,Prefiero no decirlo,5.5,Turistica,+50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
28484,+45,Hombre,7.5,Patrimonio,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
28485,0-18,Prefiero no decirlo,7.5,Turistica,1-50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
28486,+45,Prefiero no decirlo,1.5,Patrimonio,1-50 Euros,Baja,Solo,Pie,Sant Agustí - Portal Nou
28487,+45,Hombre,3.5,Historica,+50 Euros,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28488,0-18,Hombre,5.5,Historica,1-50 Euros,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28489,0-18,Hombre,5.5,Turistica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
28490,18-35,Hombre,5.5,Historica,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
28491,0-18,Prefiero no decirlo,3.5,Literaria,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
28492,18-35,Mujer,5.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Arbres monumentals i singulars
28493,18-35,Prefiero no decirlo,1.5,Turistica,+50 Euros,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
28494,0-18,Prefiero no decirlo,1.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
28495,35-45,Hombre,7.5,Literaria,1-50 Euros,Baja,Pareja,Pie,Entre Naranjos
28496,+45,Mujer,7.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28497,35-45,Hombre,7.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Ruta Carrer Russafa - la Llotja
28498,35-45,Hombre,5.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
28499,+45,Prefiero no decirlo,1.5,Turistica,+50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
28500,18-35,Hombre,7.5,Historica,1-50 Euros,Baja,Pareja,Pie,Ruta Valencia en la Memòria
28501,35-45,Mujer,7.5,Literaria,Gratis,Baja,Solo,Bicicleta,Entre Naranjos
28502,18-35,Hombre,7.5,Historica,+50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
28503,18-35,Prefiero no decirlo,5.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
28504,0-18,Hombre,1.5,Historica,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
28505,35-45,Prefiero no decirlo,3.5,Literaria,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
28506,+45,Hombre,1.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28507,+45,Prefiero no decirlo,7.5,Literaria,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
28508,35-45,Prefiero no decirlo,3.5,Literaria,+50 Euros,Alta,Familia,Pie,Glorieta-Santa Catalina
28509,18-35,Mujer,7.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
28510,35-45,Mujer,3.5,Historica,Gratis,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28511,+45,Prefiero no decirlo,7.5,Turistica,Gratis,Baja,Pareja,Bicicleta,Arbres: La volta al món
28512,35-45,Mujer,1.5,Turistica,+50 Euros,Baja,Amigos,Pie,Arbres: La volta al món
28513,0-18,Prefiero no decirlo,1.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28514,35-45,Hombre,5.5,Patrimonio,Gratis,Baja,Familia,Pie,Ruta Carrer Russafa - la Llotja
28515,+45,Hombre,7.5,Literaria,Gratis,Baja,Solo,Pie,Entre Naranjos
28516,35-45,Prefiero no decirlo,5.5,Patrimonio,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
28517,18-35,Hombre,1.5,Literaria,+50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
28518,18-35,Prefiero no decirlo,7.5,Historica,1-50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
28519,35-45,Hombre,7.5,Historica,1-50 Euros,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28520,+45,Prefiero no decirlo,5.5,Historica,+50 Euros,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
28521,18-35,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
28522,+45,Hombre,3.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Entre Naranjos
28523,0-18,Mujer,5.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
