,age,gender,time,type_route,price,difficulty,accompaniment,transport,route_id
25701,35-45,Mujer,1.5,Turistica,1-50 Euros,Baja,Familia,A Pie,Arbres: La volta al món
25702,35-45,Otro,3.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
25703,+45,Mujer,1.5,Turistica,+50 Euros,Baja,Familia,A Pie,Arbres: La volta al món
25704,18-35,Hombre,7.5,Turistica,+50 Euros,Baja,Familia,A Pie,Arbres: Un passeig per l’Albereda
25705,18-35,Mujer,3.5,Historica,+50 Euros,Baja,Amigos,A Pie,Ruta Valencia en la Memòria
25706,0-18,Otro,3.5,Turistica,1-50 Euros,Baja,Solo,A Pie,Arbres: La volta al món
25707,0-18,Otro,3.5,Literaria,1-50 Euros,Baja,Solo,A Pie,Entre Naranjos
25708,0-18,Hombre,7.5,Literaria,+50 Euros,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
25709,0-18,Hombre,7.5,Turistica,+50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
25710,35-45,Otro,1.5,Historica,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
25711,35-45,Hombre,7.5,Patrimonio,1-50 Euros,Baja,Solo,A Pie,Ruta Carrer Russafa - la Llotja
25712,+45,Hombre,5.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres: La volta al món
25713,0-18,Hombre,3.5,Historica,+50 Euros,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
25714,+45,Hombre,3.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Torres de Quart - Temple
25715,18-35,Hombre,5.5,Literaria,Gratis,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 2
25716,+45,Hombre,7.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Entre Naranjos
25717,35-45,Hombre,7.5,Literaria,1-50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
25718,35-45,Hombre,7.5,Historica,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
25719,18-35,Hombre,3.5,Literaria,Gratis,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
25720,35-45,Otro,3.5,Patrimonio,1-50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
25721,+45,Otro,7.5,Literaria,1-50 Euros,Baja,Familia,A Pie,Contes Blasco Ibañez – Ruta 1
25722,18-35,Otro,1.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
25723,+45,Otro,7.5,Turistica,+50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
25724,35-45,Otro,7.5,Patrimonio,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
25725,0-18,Otro,3.5,Literaria,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
25726,+45,Hombre,5.5,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,Contes Blasco Ibañez – Ruta 1
25727,35-45,Mujer,5.5,Patrimonio,Gratis,Baja,Solo,A Pie,Ruta Carrer Russafa - la Llotja
25728,18-35,Mujer,5.5,Historica,1-50 Euros,Baja,Familia,A Pie,Ruta Valencia en la Memòria
25729,35-45,Mujer,3.5,Literaria,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
25730,18-35,Otro,5.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
25731,0-18,Mujer,5.5,Patrimonio,+50 Euros,Baja,Amigos,A Pie,Ruta Carrer Russafa - la Llotja
25732,+45,Otro,5.5,Literaria,1-50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
25733,+45,Hombre,7.5,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,Ruta Carrer Russafa - la Llotja
25734,18-35,Otro,3.5,Patrimonio,1-50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
25735,35-45,Otro,7.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
25736,0-18,Mujer,1.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
25737,18-35,Mujer,1.5,Patrimonio,1-50 Euros,Alta,Amigos,A Pie,Jardins del Reial - Glorieta
25738,18-35,Hombre,1.5,Literaria,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
25739,+45,Mujer,1.5,Literaria,Gratis,Alta,Familia,A Pie,Glorieta-Santa Catalina
25740,35-45,Mujer,1.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
25741,+45,Otro,3.5,Historica,1-50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
25742,+45,Hombre,3.5,Historica,1-50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
25743,18-35,Mujer,5.5,Turistica,+50 Euros,Baja,Familia,A Pie,Arbres: Un passeig per l’Albereda
25744,+45,Hombre,3.5,Patrimonio,Gratis,Baja,Pareja,A Pie,Torres de Quart - Temple
25745,+45,Otro,5.5,Patrimonio,1-50 Euros,Baja,Familia,Bicicleta,Ruta Carrer Russafa - la Llotja
25746,0-18,Hombre,1.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres: La volta al món
25747,0-18,Mujer,5.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
25748,+45,Mujer,7.5,Turistica,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
25749,35-45,Mujer,5.5,Patrimonio,+50 Euros,Baja,Solo,A Pie,Ruta Carrer Russafa - la Llotja
25750,+45,Mujer,5.5,Patrimonio,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
25751,35-45,Otro,1.5,Patrimonio,1-50 Euros,Baja,Familia,A Pie,Sant Agustí - Portal Nou
25752,18-35,Mujer,1.5,Turistica,Gratis,Baja,Amigos,A Pie,Arbres: Els indians
25753,+45,Otro,1.5,Patrimonio,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
25754,0-18,Mujer,5.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
25755,0-18,Hombre,5.5,Patrimonio,Gratis,Alta,Familia,A Pie,Trinitat - L'Almodí
25756,35-45,Hombre,3.5,Turistica,1-50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
25757,18-35,Hombre,1.5,Literaria,+50 Euros,Baja,Solo,A Pie,Contes Blasco Ibañez – Ruta 2
25758,18-35,Mujer,1.5,Literaria,+50 Euros,Baja,Solo,A Pie,Contes Blasco Ibañez – Ruta 2
25759,+45,Mujer,1.5,Literaria,Gratis,Baja,Amigos,Bicicleta,Contes Blasco Ibañez – Ruta 1
25760,18-35,Otro,5.5,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
25761,+45,Mujer,3.5,Historica,Gratis,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
25762,35-45,Hombre,1.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres: La volta al món
25763,0-18,Otro,1.5,Turistica,Gratis,Baja,Pareja,A Pie,Arbres: La volta al món
25764,35-45,Hombre,1.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Sant Agustí - Portal Nou
25765,18-35,Otro,3.5,Literaria,1-50 Euros,Alta,Pareja,A Pie,No hay ruta
25766,+45,Hombre,5.5,Historica,+50 Euros,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
25767,18-35,Mujer,7.5,Historica,Gratis,Baja,Familia,A Pie,Ruta Valencia en la Memòria
25768,0-18,Otro,1.5,Turistica,1-50 Euros,Baja,Amigos,A Pie,Arbres: La volta al món
25769,18-35,Otro,7.5,Historica,Gratis,Alta,Pareja,A Pie,Ruta recinte enmurallat d'època islàmica
25770,+45,Hombre,7.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
25771,0-18,Mujer,5.5,Literaria,+50 Euros,Baja,Pareja,A Pie,Contes Blasco Ibañez – Ruta 1
25772,0-18,Mujer,1.5,Turistica,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
25773,18-35,Mujer,3.5,Historica,1-50 Euros,Alta,Solo,A Pie,Ruta recinte enmurallat d'època islàmica
25774,35-45,Otro,7.5,Historica,+50 Euros,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
25775,0-18,Mujer,5.5,Historica,1-50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
25776,0-18,Otro,5.5,Turistica,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
25777,+45,Hombre,7.5,Historica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
25778,0-18,Hombre,1.5,Patrimonio,+50 Euros,Baja,Familia,Bicicleta,Sant Agustí - Portal Nou
25779,35-45,Hombre,7.5,Historica,+50 Euros,Alta,Pareja,A Pie,Trinitat - L'Almodí
25780,0-18,Mujer,3.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
25781,+45,Otro,5.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
25782,0-18,Otro,7.5,Turistica,1-50 Euros,Alta,Pareja,A Pie,Trinitat - L'Almodí
25783,35-45,Hombre,1.5,Literaria,Gratis,Alta,Pareja,A Pie,Glorieta-Santa Catalina
25784,0-18,Mujer,3.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
25785,+45,Mujer,1.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
25786,+45,Otro,7.5,Patrimonio,+50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
25787,35-45,Otro,3.5,Patrimonio,+50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
25788,35-45,Mujer,5.5,Literaria,1-50 Euros,Baja,Solo,A Pie,Entre Naranjos
25789,18-35,Hombre,1.5,Turistica,1-50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
25790,+45,Hombre,5.5,Literaria,Gratis,Baja,Amigos,A Pie,Entre Naranjos
25791,18-35,Otro,3.5,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
25792,0-18,Otro,7.5,Historica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
25793,35-45,Mujer,5.5,Literaria,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
25794,+45,Mujer,5.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
25795,+45,Mujer,5.5,Turistica,Gratis,Baja,Pareja,A Pie,Arbres: La volta al món
25796,18-35,Hombre,3.5,Literaria,Gratis,Alta,Solo,A Pie,No hay ruta
25797,+45,Mujer,1.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
25798,35-45,Otro,7.5,Literaria,Gratis,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
25799,0-18,Mujer,5.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
25800,0-18,Otro,3.5,Turistica,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
25801,+45,Mujer,3.5,Literaria,Gratis,Baja,Solo,A Pie,Entre Naranjos
25802,+45,Hombre,7.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
25803,18-35,Otro,7.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
25804,+45,Mujer,7.5,Patrimonio,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
25805,18-35,Otro,3.5,Patrimonio,+50 Euros,Baja,Familia,A Pie,Serrans - Palau de la Generalitat
25806,35-45,Hombre,3.5,Turistica,+50 Euros,Alta,Solo,A Pie,Glorieta-Santa Catalina
25807,35-45,Otro,5.5,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,Ruta Carrer Russafa - la Llotja
25808,18-35,Otro,1.5,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
25809,18-35,Otro,5.5,Patrimonio,1-50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
25810,18-35,Mujer,1.5,Turistica,+50 Euros,Alta,Amigos,A Pie,Ruta pel Centre Històric
25811,0-18,Hombre,5.5,Turistica,1-50 Euros,Alta,Pareja,A Pie,Trinitat - L'Almodí
25812,18-35,Mujer,3.5,Turistica,1-50 Euros,Baja,Solo,A Pie,Arbres: Un passeig per l’Albereda
25813,18-35,Hombre,3.5,Patrimonio,Gratis,Alta,Solo,A Pie,Sant Agustí – Pont de Fusta
25814,18-35,Hombre,5.5,Literaria,1-50 Euros,Baja,Familia,A Pie,Contes Blasco Ibañez – Ruta 2
25815,+45,Hombre,1.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Entre Naranjos
25816,0-18,Otro,1.5,Literaria,1-50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
25817,18-35,Hombre,7.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
25818,18-35,Hombre,3.5,Historica,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
25819,+45,Hombre,7.5,Turistica,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
25820,18-35,Hombre,7.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
25821,18-35,Otro,3.5,Literaria,Gratis,Baja,Familia,A Pie,Contes Blasco Ibañez – Ruta 2
25822,35-45,Mujer,5.5,Turistica,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
25823,+45,Otro,5.5,Turistica,+50 Euros,Baja,Pareja,A Pie,Arbres: La volta al món
25824,0-18,Otro,5.5,Literaria,1-50 Euros,Baja,Amigos,A Pie,Entre Naranjos
25825,0-18,Otro,1.5,Literaria,Gratis,Alta,Pareja,A Pie,Trinitat - L'Almodí
25826,0-18,Hombre,3.5,Patrimonio,Gratis,Baja,Amigos,A Pie,Torres de Quart - Temple
25827,18-35,Otro,3.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
25828,35-45,Otro,3.5,Historica,1-50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
25829,0-18,Otro,1.5,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
25830,35-45,Otro,3.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Torres de Quart - Temple
25831,18-35,Hombre,3.5,Patrimonio,+50 Euros,Baja,Pareja,A Pie,Serrans - Palau de la Generalitat
25832,0-18,Hombre,1.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
25833,+45,Otro,3.5,Historica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
25834,35-45,Otro,5.5,Literaria,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
25835,18-35,Mujer,7.5,Literaria,+50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
25836,+45,Mujer,1.5,Turistica,+50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
25837,35-45,Otro,3.5,Historica,+50 Euros,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
25838,0-18,Hombre,7.5,Turistica,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
25839,+45,Mujer,7.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
25840,35-45,Otro,3.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
25841,+45,Mujer,5.5,Patrimonio,Gratis,Baja,Familia,A Pie,Ruta Carrer Russafa - la Llotja
25842,35-45,Mujer,3.5,Historica,Gratis,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
25843,18-35,Mujer,1.5,Historica,Gratis,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
25844,35-45,Mujer,7.5,Historica,1-50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
25845,0-18,Hombre,1.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
25846,35-45,Hombre,7.5,Historica,Gratis,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
25847,+45,Hombre,5.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
25848,18-35,Otro,3.5,Turistica,Gratis,Baja,Amigos,A Pie,Arbres: Un viatge pel Mediterrani
25849,35-45,Otro,7.5,Patrimonio,+50 Euros,Baja,Familia,Bicicleta,Ruta Carrer Russafa - la Llotja
25850,18-35,Hombre,7.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Arbres monumentals i singulars
25851,+45,Hombre,1.5,Turistica,1-50 Euros,Baja,Amigos,A Pie,Arbres: La volta al món
25852,0-18,Mujer,1.5,Historica,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
25853,+45,Mujer,3.5,Historica,+50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
25854,18-35,Hombre,5.5,Patrimonio,+50 Euros,Alta,Pareja,A Pie,Jardins del Reial - Glorieta
25855,18-35,Hombre,3.5,Historica,1-50 Euros,Alta,Familia,A Pie,Ruta recinte enmurallat d'època islàmica
25856,+45,Mujer,7.5,Historica,1-50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
25857,+45,Hombre,7.5,Turistica,Gratis,Alta,Amigos,A Pie,Trinitat - L'Almodí
25858,35-45,Otro,5.5,Historica,Gratis,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
25859,18-35,Hombre,1.5,Historica,Gratis,Baja,Amigos,A Pie,Ruta Valencia en la Memòria
25860,+45,Otro,5.5,Turistica,Gratis,Alta,Familia,A Pie,Glorieta-Santa Catalina
25861,0-18,Mujer,5.5,Literaria,+50 Euros,Baja,Solo,A Pie,Contes Blasco Ibañez – Ruta 1
25862,18-35,Mujer,7.5,Turistica,1-50 Euros,Alta,Pareja,A Pie,Ruta pel Centre Històric
25863,+45,Hombre,1.5,Patrimonio,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
25864,35-45,Hombre,7.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
25865,18-35,Mujer,3.5,Historica,Gratis,Baja,Familia,Bicicleta,Arbres monumentals i singulars
25866,18-35,Hombre,7.5,Patrimonio,Gratis,Baja,Amigos,A Pie,Serrans - Palau de la Generalitat
25867,18-35,Otro,3.5,Historica,Gratis,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
25868,18-35,Mujer,3.5,Historica,Gratis,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
25869,35-45,Mujer,5.5,Literaria,+50 Euros,Baja,Familia,A Pie,Entre Naranjos
25870,+45,Otro,7.5,Patrimonio,Gratis,Baja,Solo,A Pie,Ruta Carrer Russafa - la Llotja
25871,0-18,Hombre,1.5,Patrimonio,+50 Euros,Baja,Pareja,Bicicleta,Sant Agustí - Portal Nou
25872,0-18,Otro,5.5,Patrimonio,1-50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
25873,+45,Hombre,5.5,Literaria,Gratis,Baja,Solo,Bicicleta,Entre Naranjos
25874,0-18,Mujer,1.5,Historica,Gratis,Alta,Amigos,A Pie,Glorieta-Santa Catalina
25875,18-35,Hombre,5.5,Turistica,Gratis,Baja,Pareja,A Pie,Arbres: Un viatge pel Mediterrani
25876,18-35,Mujer,7.5,Patrimonio,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
25877,35-45,Hombre,3.5,Historica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
25878,18-35,Mujer,3.5,Literaria,1-50 Euros,Baja,Amigos,A Pie,La barraca
25879,35-45,Hombre,3.5,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,Torres de Quart - Temple
25880,18-35,Otro,1.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
25881,+45,Hombre,7.5,Literaria,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
25882,18-35,Otro,7.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
25883,35-45,Hombre,3.5,Turistica,1-50 Euros,Baja,Pareja,A Pie,Arbres: La volta al món
25884,18-35,Otro,1.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
25885,18-35,Mujer,3.5,Turistica,+50 Euros,Baja,Familia,A Pie,Arbres: Els indians
25886,35-45,Otro,1.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
25887,+45,Mujer,7.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
25888,0-18,Mujer,3.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
25889,+45,Otro,5.5,Literaria,1-50 Euros,Alta,Pareja,A Pie,Trinitat - L'Almodí
25890,+45,Mujer,5.5,Historica,Gratis,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
25891,0-18,Hombre,3.5,Patrimonio,Gratis,Alta,Pareja,A Pie,Trinitat - L'Almodí
25892,18-35,Hombre,1.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Arbres monumentals i singulars
25893,18-35,Mujer,5.5,Literaria,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
25894,35-45,Otro,7.5,Historica,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
25895,18-35,Otro,7.5,Historica,+50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
25896,0-18,Hombre,5.5,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,Ruta Carrer Russafa - la Llotja
25897,0-18,Mujer,7.5,Historica,Gratis,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
25898,18-35,Hombre,5.5,Historica,Gratis,Baja,Familia,A Pie,Ruta Valencia en la Memòria
25899,35-45,Otro,3.5,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,Contes Blasco Ibañez – Ruta 1
25900,35-45,Hombre,5.5,Literaria,1-50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
25901,35-45,Otro,1.5,Patrimonio,+50 Euros,Alta,Solo,A Pie,Glorieta-Santa Catalina
25902,18-35,Otro,7.5,Turistica,+50 Euros,Alta,Familia,A Pie,Ruta pel Centre Històric
25903,+45,Hombre,1.5,Turistica,+50 Euros,Baja,Amigos,A Pie,Arbres: La volta al món
25904,18-35,Otro,5.5,Turistica,+50 Euros,Alta,Familia,A Pie,Ruta pel Centre Històric
25905,0-18,Otro,5.5,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
25906,35-45,Hombre,3.5,Historica,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
25907,+45,Otro,3.5,Literaria,Gratis,Baja,Pareja,A Pie,Entre Naranjos
25908,18-35,Otro,7.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
25909,35-45,Hombre,1.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
25910,+45,Hombre,7.5,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,Ruta Carrer Russafa - la Llotja
25911,18-35,Otro,1.5,Historica,Gratis,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
25912,0-18,Hombre,1.5,Patrimonio,Gratis,Alta,Familia,A Pie,Glorieta-Santa Catalina
25913,18-35,Mujer,5.5,Turistica,Gratis,Alta,Pareja,A Pie,Ruta pel Centre Històric
25914,+45,Hombre,3.5,Literaria,1-50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
25915,35-45,Hombre,5.5,Historica,1-50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
25916,18-35,Hombre,1.5,Historica,+50 Euros,Baja,Familia,A Pie,Ruta Valencia en la Memòria
25917,35-45,Mujer,5.5,Turistica,Gratis,Baja,Pareja,Bicicleta,Arbres: La volta al món
25918,18-35,Otro,7.5,Historica,Gratis,Baja,Solo,Bicicleta,Arbres monumentals i singulars
25919,18-35,Mujer,1.5,Literaria,+50 Euros,Alta,Amigos,A Pie,No hay ruta
25920,0-18,Otro,7.5,Turistica,1-50 Euros,Alta,Pareja,A Pie,Trinitat - L'Almodí
25921,0-18,Hombre,5.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Entre Naranjos
25922,18-35,Hombre,5.5,Historica,Gratis,Alta,Pareja,A Pie,Ruta recinte enmurallat d'època islàmica
25923,35-45,Hombre,1.5,Patrimonio,Gratis,Baja,Familia,A Pie,Sant Agustí - Portal Nou
25924,0-18,Mujer,5.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
25925,18-35,Mujer,7.5,Literaria,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
25926,+45,Mujer,7.5,Turistica,+50 Euros,Baja,Familia,A Pie,Arbres: La volta al món
25927,18-35,Otro,3.5,Historica,Gratis,Baja,Pareja,A Pie,Ruta Valencia en la Memòria
25928,0-18,Mujer,1.5,Patrimonio,Gratis,Baja,Pareja,A Pie,Sant Agustí - Portal Nou
25929,+45,Otro,3.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
25930,18-35,Mujer,1.5,Patrimonio,+50 Euros,Baja,Familia,A Pie,Serrans - Palau de la Generalitat
25931,0-18,Otro,5.5,Turistica,1-50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
25932,18-35,Otro,5.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
25933,35-45,Mujer,5.5,Patrimonio,1-50 Euros,Baja,Pareja,A Pie,Ruta Carrer Russafa - la Llotja
25934,18-35,Otro,3.5,Literaria,Gratis,Alta,Solo,A Pie,No hay ruta
25935,18-35,Otro,3.5,Literaria,+50 Euros,Alta,Pareja,A Pie,No hay ruta
25936,18-35,Hombre,5.5,Historica,+50 Euros,Alta,Familia,A Pie,Ruta de la Seda
25937,+45,Hombre,5.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
25938,18-35,Hombre,5.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
25939,18-35,Mujer,1.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
25940,18-35,Mujer,1.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
25941,18-35,Mujer,1.5,Historica,+50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
25942,18-35,Mujer,3.5,Patrimonio,1-50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
25943,35-45,Mujer,5.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Ruta Carrer Russafa - la Llotja
25944,0-18,Mujer,3.5,Turistica,1-50 Euros,Baja,Familia,A Pie,Arbres: La volta al món
25945,18-35,Mujer,1.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
25946,35-45,Hombre,7.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
